Quelle;Projektname;Art;Einsatzbereich;Webseite-Link;Organisation;Ansprechperson;Email;Status;Kurzzusammenfassung
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/personalisierte-finanzplanung-fur-soloselbststaendige/314;Personalisierte Finanzplanung für Soloselbstständige;Entscheidungsassistent, KI Anwendung;Beratung, Wohlfahrt;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/personalisierte-finanzplanung-fur-soloselbststaendige/314;;;;In Weiterentwicklung;Dieses Projekt zielt darauf ab, Soloselbstständige zu nachhaltigen finanziellen Entscheidungen zu befähigen. Die Lösung ermöglicht die Definition eines Finanzplans und warnt automatisch bei Budgetüberschreitungen oder dem Risiko, Geschäftsziele zu verfehlen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/find-the-best-therapist-for-you/313;Find the Best Therapist for You;Interaktive App, KI Anwendung, Matching, Digitale Plattform;Gesundheit, Mentale Gesundheit, Beratung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/find-the-best-therapist-for-you/313;;;;In Weiterentwicklung;Das Projekt 'Find the Best Therapist for You' ist eine App, die mittels KI und neurolinguistischer Programmierung die Suche und Terminfindung für Therapieplätze vereinfachen soll. Sie zielt darauf ab, passende Therapeuten zu matchen und die Sammlung notwendiger Dokumente zu automatisieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/intelligente-app-zur-staerkung-der-mentalen-gesundheit-von-jugendlichen/310;Intelligente App zur Stärkung der mentalen Gesundheit von Jugendlichen;Interaktive App, KI Anwendung;Mentale Gesundheit, Jugendarbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/intelligente-app-zur-staerkung-der-mentalen-gesundheit-von-jugendlichen/310;Civic Coding;;;In Weiterentwicklung;Das Projekt entwickelt eine intelligente App als digitale*n Freund*in für Jugendliche, um deren Persönlichkeitsentwicklung und mentale Gesundheit zu stärken. Die App zielt darauf ab, Empowerment auf Augenhöhe zu bieten und die Sprache der Teenies zu sprechen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/der-dusb-schutzt-den-arbeitnehmer-vor-ueberraschungen-er-liefert-die-wichtigsten-absicherungen-gegen-risiken-aller-art/304;Der DUSB schützt den Arbeitnehmer vor Überraschungen! Er liefert die wichtigsten Absicherungen gegen Risiken aller Art!;Beratung, Wissensmanagement;Gesundheit, Datenschutz, Wissensmanagement;;Der DUSB e.V.(i.Gr.);;;Unbekannt;Der DUSB e.V.(i.Gr.) ist ein Dienstleistungsverein für Unternehmer (KMU), der (Jung-)Unternehmer*Innen und ihre Arbeitnehmer*Innen gegen alle Risiken in der Arbeitswelt mittels Gesundheits-, Arbeits- & Datenschutz, finanzieller Sicherung und Rentenfragen absichert.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digitalisierungsinitiative-kmu-datenschutz-ist-arbeitnehmerschutz/300;Digitalisierungsinitiative KMU - Datenschutz ist Arbeitnehmerschutz;Wissensmanagement;Datenschutz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digitalisierungsinitiative-kmu-datenschutz-ist-arbeitnehmerschutz/300;Civic Coding;;;In Betrieb;Das Projekt zielt darauf ab, Bewusstsein für die Notwendigkeit von Datenschutz zu schaffen, basierend auf der Erkenntnis, dass auch eigene Daten im Unternehmen des Arbeitgebers erfasst und verarbeitet werden können.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/lets-listen-der-online-raum-in-dem-menschen-sich-zuhoeren/299;Lets listen! Der online Raum in dem Menschen sich zuhören.;Digitale Plattform, KI Anwendung, Vernetzungsassistent;Demokratie, Partizipation, Vernetzung, Teilhabe, Beratung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/lets-listen-der-online-raum-in-dem-menschen-sich-zuhoeren/299;Civic Coding;;;In Planung;Lets listen! ist eine KI-unterstützte Online-Video-Plattform, die einen sicheren und wertfreien Raum für offene Begegnungen schafft. Ziel ist es, Menschen eine Plattform zu bieten, auf der sie sich gehört und gesehen fühlen, um gesellschaftliche Beziehungen zu stärken.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/intelligentes-wahrnehmen-und-handeln-fur-kooperative-roboter-zur-unterstutzung-der-fachkraefte-auf-baustellen/265;Intelligentes Wahrnehmen und Handeln für kooperative Roboter zur Unterstützung der Fachkräfte auf Baustellen;KI Anwendung, Prozessautomatisierung;Arbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/intelligentes-wahrnehmen-und-handeln-fur-kooperative-roboter-zur-unterstutzung-der-fachkraefte-auf-baustellen/265;Civic Coding;;;In Planung;Mit KI wird eine flexible Steuerung für mobile Roboter erschaffen, damit dieser vorausschauend handelt und intelligent mit seiner Umwelt interagiert. Dadurch wird eine sichere Mensch-Roboter-Kooperation (MRK) auf der Baustelle gewährleistet und Fachkräfte wirksam unterstützt.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/lernprogramm-unsere-ki/263;Lernprogramm „Unsere KI“;KI Anwendung, Digitale Plattform, Lernprogramm;KI, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/lernprogramm-unsere-ki/263;Civic Coding;;;In Betrieb;Ein kompaktes Lernprogramm für den Einstieg in das Thema Künstliche Intelligenz. Die Lernplattform ermöglicht mittels KI individuelle Lernwege für unterschiedlich vorgebildete Nutzer.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/fallacy-ai/256;Fallacy ai;KI Anwendung, Entscheidungsassistent;Ethik, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/fallacy-ai/256;Civic Coding;;;In Weiterentwicklung;Das Projekt 'Fallacy ai' nutzt Künstliche Intelligenz, um Nutzende basierend auf Erkenntnissen über menschliche Denkfehler bei Entscheidungen zu unterstützen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/simplfai-texte-fur-alle-verstaendlich/251;Simplfai - Texte für alle Verständlich;KI Anwendung, Sprach-Editor, Übersetzungsassistent, Datenanwendung für Öffentlichkeit;Barrierefreiheit, Inklusion, Teilhabe, Demokratie;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/simplfai-texte-fur-alle-verstaendlich/251;;;;In Weiterentwicklung;Das Projekt Simplfai zielt darauf ab, sprachlich-komplizierte Texte mittels Künstlicher Intelligenz (KI) in einfache Sprache umzuwandeln. Dies soll Menschen mit Sprachbarrieren eine bessere Teilhabe an der Gesellschaft ermöglichen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/nutzung-intelligenter-technik-als-ergaenzende-assistenz-zum-selbstbestimmten-wohnen-von-menschen-mit-behinderungen/249;Nutzung intelligenter Technik als ergänzende Assistenz zum selbstbestimmten Wohnen von Menschen mit Behinderungen;KI Anwendung;Menschen mit Behinderung, Inklusion, Wohnen, KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/nutzung-intelligenter-technik-als-ergaenzende-assistenz-zum-selbstbestimmten-wohnen-von-menschen-mit-behinderungen/249;;;;In Betrieb;KI-basierte Techniken und Anwendungen ergänzen personale Assistenzen für Menschen mit Behinderung, um diesen ein selbstbestimmtes Wohnen in einer eigenen Wohnung zu ermöglichen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/navigable-knowledge-spaces-and-personalised-learning-paths-to-approach-global-challenges-with-21st-century-skills/248;Navigable knowledge spaces and personalised learning paths to approach global challenges with 21st century skills;KI Anwendung, Digitale Plattform, Wissensmanagement;KI, Wissensmanagement, International;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/navigable-knowledge-spaces-and-personalised-learning-paths-to-approach-global-challenges-with-21st-century-skills/248;Civic Coding;;;In Planung;Dieses Projekt nutzt KI, um einen Explorations- und Lernraum zu schaffen, der es Lernenden ermöglicht, komplexe wirtschaftliche, politische und wissenschaftliche Themen intuitiv zu navigieren. Es bietet personalisierte Lernpfade basierend auf dem Hintergrundwissen, den Interessen und Präferenzen der Nutzenden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/the-presentation-trainer-goes-ai/247;The Presentation Trainer goes AI;KI Anwendung, Analyse von Sensordaten und ML;Demokratie, Partizipation, Beratung;https://www.youtube.com/watch?v=ElB6OvbL8fA;;;;In Weiterentwicklung;The Presentation Trainer (PT) ist ein Tool zur Schulung grundlegender Fähigkeiten im öffentlichen Sprechen durch Feedback zur nonverbalen Kommunikation. Es soll durch ein NLP-Modul erweitert werden, um auch verbale Aspekte zu trainieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/emotionserkennung-durch-analyse-der-koerperpose/246;Emotionserkennung durch Analyse der Körperpose;KI Anwendung, Datenanalyse;KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/emotionserkennung-durch-analyse-der-koerperpose/246;Civic Coding;;;In Planung;Das Projekt zielt darauf ab, mittels Künstlicher Intelligenz ein System zur Erkennung von Emotionen zu entwickeln. Dabei wird Bild- und Videomaterial des gesamten Körpers einer Person analysiert, um Emotionen durch die Körperpose zu identifizieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/der-digitale-ingenieur-als-assistent-fur-technische-weiterbildung/245;"Der ""digitale Ingenieur"" als Assistent für technische Weiterbildung";KI Anwendung, Datenanalyse, Entscheidungsassistent;Wissensmanagement;;;;;In Planung;Das Projekt entwickelt eine KI, die technische Fachinformationen im Internet überwacht und Ingenieuren relevante Inhalte für ihre Weiterbildung liefert, um der Informationsflut entgegenzuwirken.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/guta-praegnanter-austausch-guter-arbeitspraktiken-in-dezentralen-fachgruppen-chats/244;Guta: Prägnanter Austausch guter Arbeitspraktiken in dezentralen Fachgruppen-Chats.;Digitale Plattform, Wissensmanagement, Crowd-Sourced Daten, Vernetzungsassistent;Wissensmanagement, Vernetzung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/guta-praegnanter-austausch-guter-arbeitspraktiken-in-dezentralen-fachgruppen-chats/244;;;;In Betrieb;Guta ermöglicht den prägnanten Austausch und die kollektive Bewertung guter Arbeitspraktiken in forumartigen Chats unter Fachkollegen. Das Projekt optimiert die Lernkurve durch die Hervorhebung bewährter Methoden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-basierte-optimierung-der-arbeitsablaeufe-in-webanwendungen/240;KI-basierte Optimierung der Arbeitsabläufe in Webanwendungen;KI Anwendung, Prozessautomatisierung, Datenanalyse;KI, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-basierte-optimierung-der-arbeitsablaeufe-in-webanwendungen/240;Civic Coding;;;Unbekannt;Das Projekt integriert KI-basierte Optimierungen in Webanwendungen, um die Effizienz häufiger Arbeitsabläufe auf Basis echter Nutzungsdaten zu steigern. Ziel ist es, Vorteile für die Nutzer im Bereich User Experience zu schaffen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/cocreate-network-semantisches-wissensnetz/239;CoCreate Network - semantisches WissensNetz;Knowledge Graph, KI Anwendung;Wissensmanagement, KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/cocreate-network-semantisches-wissensnetz/239;;;;In Weiterentwicklung;Es soll ein semantisches Netz über das Wissen eines Themenfeldes aufgebaut werden. Ohne Programmierkenntnisse können dann leicht natürlichsprachliche Abfragen erstellt werden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/soulmate-ein-smarter-und-interaktiver-achtsamkeits-spiegel-mental-stark-in-zeiten-der-unsicherheit/237;“Soulmate” ein smarter und interaktiver Achtsamkeits-Spiegel - mental stark in Zeiten der Unsicherheit!;Interaktive App, KI Anwendung;Mentale Gesundheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/soulmate-ein-smarter-und-interaktiver-achtsamkeits-spiegel-mental-stark-in-zeiten-der-unsicherheit/237;;;;In Weiterentwicklung;Der Soulmate ist ein smarter und interaktiver Achtsamkeits-Spiegel, der Menschen dabei unterstützen soll, täglich bewusst Zeit mit ihrem Körper und ihren Gedanken zu verbringen und Achtsamkeitstraining in den Alltag zu integrieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ask-know-create-berufsorientierung-motivation-und-netzwerken-fur-eine-kreative-zukunft/235;"ask * know * create - Berufsorientierung, Motivation und Netzwerken für eine ""kreative"" Zukunft.";Digitale Plattform, Vernetzungsassistent, Wissensmanagement;Jugendarbeit, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ask-know-create-berufsorientierung-motivation-und-netzwerken-fur-eine-kreative-zukunft/235;Civic Coding;;;In Betrieb;Das Projekt ask * know * create ermöglicht Jugendlichen digitale Begegnungen mit Menschen, Berufen und Zukunftsthemen, um kritisches, konstruktives und vernetztes Denken zu fördern. Es zielt darauf ab, Zugang zu Themen zu schaffen, zu denen Jugendliche im familiären oder schulischen Umfeld wenig Zugang haben.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/vielfalt-diversity-footprint-tool-fur-unternehmen-inklusive-ki-basierter-auswertung-von-handlungsempfehlungen/230;Vielfalt+, Diversity-Footprint-Tool für Unternehmen inklusive KI-basierter Auswertung von Handlungsempfehlungen;KI Anwendung, Entscheidungsassistent, Digitale Plattform;Antidiskriminierung, Chancengleichheit, Gleichstellung, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/vielfalt-diversity-footprint-tool-fur-unternehmen-inklusive-ki-basierter-auswertung-von-handlungsempfehlungen/230;;;;In Weiterentwicklung;Das Projekt entwickelt ein ganzheitliches Diversity-Footprint-Tool für Unternehmen, das mittels KI-gestützter Auswertung einer Datenbank passgenaue Handlungsempfehlungen für das betriebliche Diversity-Management liefert.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/understandr-plattform-fur-aggregierte-argumente-und-differenzierte-meinungen/229;understandR - Plattform für aggregierte Argumente und differenzierte Meinungen;Digitale Plattform, KI Anwendung, Entscheidungsassistent;Demokratie, Partizipation, Transparenz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/understandr-plattform-fur-aggregierte-argumente-und-differenzierte-meinungen/229;;;;In Weiterentwicklung;understandR ist eine Plattform, auf der Nutzer pro und contra Argumente zu konkreten Fragen bewerten können. Ziel ist es, neue Argumente zu entdecken und eine differenzierte Meinungsbildung abseits von Filterblasen zu fördern.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/arttemis/228;ARTTEMIS;KI Anwendung, Large Language Model (LLM), Prozessautomatisierung;Wissensmanagement, Verwaltung, KI;;;;;In Planung;ARTTEMIS ist ein KI-basierter Assistent für den Büroalltag, der Dokumentations-, Such- und Kommunikationsaufgaben automatisiert. Er nutzt KI und Big Data Analytics zur stetigen Selbstverbesserung und Umgebungsoptimierung.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/intelligente-smartphone-hoer-app-die-rauchmelder-hausturklingel-telefon-und-andere-sounds-erkennt-und-informiert/225;Intelligente Smartphone 'Hör'-App, die Rauchmelder-, Haustürklingel-, Telefon- und andere Sounds erkennt und informiert;KI Anwendung;Barrierefreiheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/intelligente-smartphone-hoer-app-die-rauchmelder-hausturklingel-telefon-und-andere-sounds-erkennt-und-informiert/225;;;;In Planung;Eine Smartphone-App nutzt lokales Machine Learning, um wichtige Sounds wie Rauchmelder- oder Türklingelalarme zu erkennen und Nutzer, insbesondere mit Hörbehinderung, zu informieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/trutzwerk-ein-digitaler-agent-zum-schutz-der-privatsphaere-in-digitalen-welten/224;Trutzwerk - ein digitaler Agent zum Schutz der Privatsphäre in digitalen Welten;KI Anwendung, Digitale Plattform, Entscheidungsassistent;Datenschutz, Menschenrechte;;;;;Unbekannt;Trutzwerk ist ein KI-unterstützter digitaler Agent, der Nutzern ermöglicht, sich frei und unter Pseudonym in digitalen Welten zu bewegen. Er dient dem Schutz der Privatsphäre und verhindert Identitätsdiebstahl bei Rechtsgeschäften.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digitalisierung-der-arbeit-mit-ehrenamtlichen/220;Digitalisierung der Arbeit mit Ehrenamtlichen;KI Anwendung, Digitale Plattform, Verwaltung;Soziale Arbeit, Wohlfahrt, Wissensmanagement, Vernetzung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digitalisierung-der-arbeit-mit-ehrenamtlichen/220;Civic Coding;;;In Weiterentwicklung;Bei diesem Projekt geht es darum, intelligente, digitale Technologie einzusetzen, um Nachwuchs und Ehrenamt zu verwalten. Das Ziel ist es, neue Helfer besser zu gewinnen, zu motivieren und in Organisationen zu integrieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/mit-ki-lebensmittelverschwendung-vermeiden-und-nachhaltig-wirtschaften/216;Mit KI Lebensmittelverschwendung vermeiden und nachhaltig wirtschaften;KI Anwendung, Datenanalyse;Nachhaltigkeit, Umweltschutz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/mit-ki-lebensmittelverschwendung-vermeiden-und-nachhaltig-wirtschaften/216;;;;In Planung;Das Projekt zielt darauf ab, Lebensmittelverschwendung in Supermärkten zu reduzieren, indem KI eingesetzt wird, um das Kundenkaufverhalten zu prognostizieren und so Bestellungen zu optimieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/kontakt-telefon-gegen-einsamkeit/215;Kontakt-Telefon gegen Einsamkeit;Digitale Plattform, Vernetzungsassistent, Matching;Mentale Gesundheit, Soziale Arbeit, Vernetzung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/kontakt-telefon-gegen-einsamkeit/215;Civic Coding;;;In Planung;Das Projekt zielt darauf ab, Menschen, die ein Gespräch suchen, über Telefon oder online basierend auf gemeinsamen Interessen zusammenzubringen. Es soll die Teilhabe fördern und der Einsamkeit entgegenwirken.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-leseanalytik-fur-kinder-die-technologie-fur-die-lesefoerderung-des-21-jahrhunderts/214;KI-Leseanalytik für Kinder - Die Technologie für die Leseförderung des 21. Jahrhunderts;KI Anwendung, Sprach-Editor, Analyse von Sensordaten und ML, Interaktive App;Arbeit mit Kindern, KI, Bildung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-leseanalytik-fur-kinder-die-technologie-fur-die-lesefoerderung-des-21-jahrhunderts/214;;;;In Weiterentwicklung;Eine Sprachtechnologie, die Kindern beim lauten Lesen zuhört und dabei objektiv ihre Lesefähigkeit misst. Die Analyseergebnisse stehen dann Menschen oder Applikationen zur Verfügung, um gezielt zu fördern.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/erroff-arbeitstitel-adaptive-fehler-vermeidungs-plattform/212;errOff [ Arbeitstitel ] Adaptive Fehler-Vermeidungs-Plattform;KI Anwendung, Entscheidungsassistent, Prozessautomatisierung;KI, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/erroff-arbeitstitel-adaptive-fehler-vermeidungs-plattform/212;Civic Coding;;;In Planung;errOff ist eine adaptive Fehler-Vermeidungs-Plattform, die neue Fehler parallel zur Arbeit lernt. Ziel ist es, Anwendern zu helfen, dieselben Fehler zukünftig zu vermeiden und so den Wissenszuwachs zu fördern.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/hybrid-praesentation-laserpointer/210;Hybrid-Präsentation-Laserpointer;KI Anwendung, Analyse von Sensordaten und ML, Interaktive App;;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/hybrid-praesentation-laserpointer/210;Civic Coding;;;In Weiterentwicklung;Eine KI wird darauf trainiert zu erkennen, wohin eine Person mit dem Laserpointer physisch auf der Präsentation zeigt. Dies wird auf den geteilten Bildschirm übertragen, um hybride Präsentationen interaktiver und anschaulicher zu gestalten.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/das-portal-fur-die-gesunde-psyche-start-gesunde-psyche-als-wirtschaftsfaktor/209;Das Portal für die gesunde Psyche (Start: Gesunde Psyche als Wirtschaftsfaktor);Digitale Plattform, Wissensmanagement;Gesundheit, Mentale Gesundheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/das-portal-fur-die-gesunde-psyche-start-gesunde-psyche-als-wirtschaftsfaktor/209;;;;In Betrieb;Das Projekt entwickelt spezielle PsyingU-Module, um das Bewusstsein für psychische Gesundheit zu stärken und Belastungen in Unternehmen zu entstigmatisieren. Es bündelt Kostenträger und Anbieter auf einer Plattform, um Lösungen zu finden und die gesunde Psyche als Wirtschaftsfaktor zu etablieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ad-on-zum-zwangslaeufig-in-der-anzahl-der-teilnehmer-und-in-der-dauer-limitierten-pilotprojekt-grundeinkommen/203;ad-on zum zwangsläufig in der Anzahl der Teilnehmer und in der Dauer limitierten Pilotprojekt-Grundeinkommen;Datenanalyse, Datenerhebung;Soziale Arbeit, Teilhabe;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ad-on-zum-zwangslaeufig-in-der-anzahl-der-teilnehmer-und-in-der-dauer-limitierten-pilotprojekt-grundeinkommen/203;Civic Coding;;;In Weiterentwicklung;Das Projekt untersucht, ob die wissenschaftliche Analyse der Abhängigkeit von Tätigkeit und Lohn ergänzt werden kann, indem Tätigkeiten unabhängig von Verträgen und garantierten Geldleistungen stimuliert und erfasst werden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/how-to-erlange-digitale-faehigkeiten-durch-individualisierte-personalisierte-weiterbildungmoeglichkeiten/202;How To - Erlange digitale Fähigkeiten durch individualisierte, personalisierte Weiterbildungsmöglichkeiten.;KI Anwendung, Digitale Plattform, Entscheidungsassistent;Wissensmanagement, Teilhabe, Demokratie;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/how-to-erlange-digitale-faehigkeiten-durch-individualisierte-personalisierte-weiterbildungmoeglichkeiten/202;;;;In Planung;„How To“ ist eine KI-basierte Weiterbildungsplattform, die ArbeitnehmerInnen auf Basis ihres Profils einen individualisierten Fortbildungsplan ermöglicht. Das Projekt zielt darauf ab, die digitalen Fähigkeiten in deutschen Organisationen zu verbessern und somit die Digitalisierung zu fördern.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/tracking-algorithmic-discrimination-in-the-platform-economy/201;Tracking algorithmic discrimination in the Platform Economy;Datenanalyse, KI Anwendung, Monitoring;Antidiskriminierung, Chancengleichheit, Gleichberechtigung, Gleichstellung, KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/tracking-algorithmic-discrimination-in-the-platform-economy/201;;;;In Weiterentwicklung;Das Projekt sammelt und bewertet Daten, um diskriminierende Muster in der Plattformökonomie zu identifizieren. Ziel ist es, problematische Variablen anzupassen und einen inklusiven Arbeitsmarkt in der digitalen Welt zu gewährleisten.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/content-management-zur-darstellung-und-ki-gestutzter-dokumentation-von-lebensraeumen/196;Content Management zur Darstellung und KI-gestützter Dokumentation von Lebensräumen;KI Anwendung, Digitale Plattform, Dokumentations- und Netzwerktool;Soziale Arbeit, Wissensmanagement, Vernetzung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/content-management-zur-darstellung-und-ki-gestutzter-dokumentation-von-lebensraeumen/196;;;;In Weiterentwicklung;Das Projekt schafft ein Content Management System zur Darstellung und KI-gestützten Dokumentation von Lebensräumen. Ziel ist es, soziale Projekte digital zu vernetzen und deren Inhalte zugänglich zu machen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/expertensystem-soziale-stadt/195;Expertensystem Soziale Stadt;Expertensystem, KI Anwendung, Datenanalyse;Soziale Arbeit, Stadtplanung, Wohnen, Teilhabe;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/expertensystem-soziale-stadt/195;Civic Coding;;;In Planung;Das Projekt modelliert soziale Wirkungsbeziehungen auf die Arbeitswelt, bezogen auf Wohn-, Arbeits- und Freizeitsituationen in differenzierten städtischen Strukturen. Dabei werden Segregationseffekte im Kontext heterogener Bildungs- und Kulturangebote berücksichtigt.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/gesetze-durch-ki-auf-plausibilitaet-und-wirksamkeit-uberprufen-und-kontrollieren/193;Gesetze durch KI auf Plausibilität und Wirksamkeit überprüfen und kontrollieren.;KI Anwendung, Monitoring, Prozessautomatisierung;Demokratie, Verwaltung, Transparenz, Wirkungsmessung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/gesetze-durch-ki-auf-plausibilitaet-und-wirksamkeit-uberprufen-und-kontrollieren/193;Civic Coding;;;In Weiterentwicklung;Dieses Projekt nutzt KI, um neue und bestehende Gesetze auf Plausibilität und Wirksamkeit zu überprüfen und einen Verfalltermin zu definieren. Am Verfalltermin werden die Gesetze erneut geprüft, angepasst oder aufgehoben.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/wwwresearchupeu/191;www.ResearchUp.eu;KI Anwendung, Digitale Plattform, Vernetzungsassistent, Matching;International, Wissensmanagement, Vernetzung;https://www.ResearchUp.eu;Civic Coding;;;In Weiterentwicklung;ResearchUp.eu ist eine KI-gestützte, EU-weite Plattform, die Verbindungen im Bereich Forschung und Entwicklung zwischen Wissenschaft und Industrie herstellt und ausbaut. Sie dient der Kontaktaufnahme, der Anbahnung von Kooperationen bis hin zur gemeinsamen Patententwicklung und -verwertung.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/foerderplattform-fur-akteurinnen-aus-dem-bereich-sport-und-sozialem-wandel/190;Förderplattform für Akteur*innen aus dem Bereich Sport und sozialem Wandel;Digitale Plattform, Matching;Sport, Soziale Arbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/foerderplattform-fur-akteurinnen-aus-dem-bereich-sport-und-sozialem-wandel/190;Civic Coding;;;In Planung;Diese Plattform soll Akteur*innen, die Sport für gesellschaftlichen Wandel nutzen, helfen, relevante Fördermöglichkeiten zu finden. Sie bringt soziale Ideen und Initiativen mit passenden Förderern zusammen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/gemeinschaftsentscheidungen/189;Gemeinschaftsentscheidungen;Entscheidungsassistent, KI Anwendung, Digitale Plattform, Partizipation;Demokratie, Partizipation, Stadtplanung, Energie, Transparenz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/gemeinschaftsentscheidungen/189;Civic Coding;;;Unbekannt;Dieses Projekt zielt darauf ab, mehr Mitbestimmung bei Entscheidungen zu ermöglichen, die alle betreffen, wie z.B. Autobahnbau, Nutzung öffentlicher Verkehrswege oder Energienutzung.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-entwurfsassistent-fur-die-industrielle-produktion-und-erstellung-von-wohnungs-schul-und-kitagebaeuden/187;KI-Entwurfsassistent für die industrielle Produktion und Erstellung von Wohnungs-Schul- und Kitagebäuden;KI Anwendung, Entscheidungsassistent;KI, Stadtplanung, Wohnen, Nachhaltigkeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-entwurfsassistent-fur-die-industrielle-produktion-und-erstellung-von-wohnungs-schul-und-kitagebaeuden/187;;;;In Weiterentwicklung;Das Projekt zielt darauf ab, Wohn-, Schul- und Kitagebäude industriell zu produzieren. Dies geschieht durch einen KI-unterstützten Entwurfsprozess, der soziale, ökologische und wirtschaftliche Qualitäten integriert und optimiert.
